,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
1183,1196,FS-1421508,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,11,020,BE0V,MP 79,,,,,,2005,2453551.5,181,1230,6.0,Railroad,2453551.5,181.0,1300,0.1,A,45.66694444,-121.22805556,14.0,MISSING/NOT SPECIFIED,OR,65,065,Wasco
1184,1197,FS-1421511,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,20,020,BE02,0470,,,,,,2005,2453583.5,213,0649,1.0,Lightning,2453583.5,213.0,1000,0.1,A,44.36222222,-119.85305556,5.0,USFS,OR,69,069,Wheeler
1185,1198,FS-1421512,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,56,056,BE0W,0042,,,,,,2005,2453582.5,212,1807,1.0,Lightning,2453582.5,212.0,2330,1.05,B,43.78388889,-121.06333333,5.0,USFS,OR,17,017,Deschutes
1186,1199,FS-1421513,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,12,021,BE0V,WISHRAM #2,,,,,,2005,2453551.5,181,0005,8.0,Children,2453551.5,181.0,0100,0.5,B,45.66222222,-120.91583333,13.0,STATE OR PRIVATE,WA,39,039,Klickitat
1187,1200,FS-1421517,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,43,043,BE02,0630,,,,,,2005,2453603.5,233,1405,1.0,Lightning,2453603.5,233.0,1810,0.1,A,44.21694444,-119.59083333,5.0,USFS,OR,13,013,Crook
1188,1201,FS-1421518,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,31,1-022,BE02,0474,,,,,,2005,2453583.5,213,0717,1.0,Lightning,2453583.5,213.0,1115,0.1,A,44.23416667,-120.2375,5.0,USFS,OR,13,013,Crook
1189,1202,FS-1421519,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,32,2-009,BE02,0543,,,,,,2005,2453585.5,215,1228,1.0,Lightning,2453585.5,215.0,1930,0.1,A,44.37777778,-119.79833333,5.0,USFS,OR,69,069,Wheeler
1190,1203,FS-1421522,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,74,1-048,BE0W,0699,,,,,,2005,2453604.5,234,0830,1.0,Lightning,2453605.5,235.0,1200,0.1,A,44.06361111,-121.68916667,5.0,USFS,OR,17,017,Deschutes
1191,1204,FS-1421527,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,4,02,BR85,STATIC,,,,,,2005,2453512.5,142,2000,8.0,Children,2453514.5,144.0,1230,0.2,A,34.38361111,-111.0525,5.0,USFS,AZ,17,017,Navajo
1192,1205,FS-1421530,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,9,7002,BEV6,LOWER COYOTE,,,,,,2005,2453532.5,162,1545,1.0,Lightning,2453532.5,162.0,1830,0.1,A,48.92,-116.35833333,5.0,USFS,ID,21,021,Boundary
1193,1206,FS-1421531,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,22,1-016,BE02,0489,,,,,,2005,2453583.5,213,0914,1.0,Lightning,2453583.5,213.0,1500,0.1,A,44.33416667,-120.33333333,5.0,USFS,OR,13,013,Crook
1194,1207,FS-1421532,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,0410,Manti-Lasal National Forest,21,5140,BEZ3,TWIN SPRINGS,,,,,,2005,2453566.5,196,1913,1.0,Lightning,2453567.5,197.0,0900,0.1,A,37.69,-109.88194444,5.0,USFS,UT,37,037,San Juan
1195,1208,FS-1421533,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,60,EC 10,BL4P,CRAZY EYES,,,,,,2005,2453583.5,213,0554,1.0,Lightning,2453583.5,213.0,1154,0.1,A,44.0225,-118.81888889,5.0,USFS,OR,25,025,Harney
1196,1209,FS-1421534,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,0410,Manti-Lasal National Forest,22,5141,BEZ3,CHERRY,,,,,,2005,2453566.5,196,1930,1.0,Lightning,2453567.5,197.0,1450,0.1,A,37.71083333,-109.9175,5.0,USFS,UT,37,037,San Juan
1197,1210,FS-1421536,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,23,1-017,BE02,0490,,,,,,2005,2453583.5,213,0925,1.0,Lightning,2453584.5,214.0,1350,0.1,A,44.39194444,-120.33388889,5.0,USFS,OR,13,013,Crook
1198,1211,FS-1421537,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,6,04,BSA5,BLACK,,,,,,2005,2453513.5,143,1600,8.0,Children,2453513.5,143.0,2130,1.0,B,34.44861111,-110.58694444,5.0,USFS,AZ,17,017,Navajo
1199,1212,FS-1421538,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,24,1-018,BE02,0493,,,,,,2005,2453583.5,213,0958,1.0,Lightning,2453583.5,213.0,1548,0.1,A,44.36111111,-120.04277778,5.0,USFS,OR,13,013,Crook
1200,1213,FS-1421541,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,41,2-011,BE02,0495,,,,,,2005,2453583.5,213,1009,1.0,Lightning,2453583.5,213.0,2128,0.1,A,44.26166667,-119.82111111,5.0,USFS,OR,13,013,Crook
1201,1214,FS-1421544,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,61,11,BL4P,FROST MILL,,,,,,2005,2453583.5,213,0554,1.0,Lightning,2453583.5,213.0,1258,0.3,B,44.03972222,-118.6375,5.0,USFS,OR,25,025,Harney
1202,1215,FS-1421546,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,79,25,BZR9,GENTRY,,,,,,2005,2453560.5,190,1115,4.0,Campfire,2453560.5,190.0,1709,1.2,B,34.29972222,-110.73416667,5.0,USFS,AZ,17,017,Navajo
1203,1216,FS-1421548,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,62,1-037,B22G,0544,,,,,,2005,2453585.5,215,1231,4.0,Campfire,2453585.5,215.0,1300,0.1,A,43.91194444,-121.45333333,5.0,USFS,OR,17,017,Deschutes
1204,1217,FS-1421549,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,63,EC 13,BL4P,RIMROCK,,,,,,2005,2453589.5,219,1942,1.0,Lightning,2453590.5,220.0,1437,0.3,B,43.83277778,-119.09694444,5.0,USFS,OR,25,025,Harney
1205,1218,FS-1421555,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,64,EC 14,BL4P,#2166,,,,,,2005,2453589.5,219,1947,1.0,Lightning,2453589.5,219.0,2215,0.1,A,43.83444444,-119.12,5.0,USFS,OR,25,025,Harney
1206,1219,FS-1421556,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,64,5317,BE0C,RIFLE,,,,,,2005,2453595.5,225,1605,9.0,Miscellaneous,2453595.5,225.0,1630,0.2,A,33.10833333,-116.87777778,5.0,USFS,CA,,,
1207,1220,FS-1421557,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,67,5319,BE0C,PAMO 2,,,,,,2005,2453599.5,229,1250,9.0,Miscellaneous,2453599.5,229.0,1345,0.2,A,33.12722222,-116.86805556,5.0,USFS,CA,,,
1208,1221,FS-1421558,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike San Isabel National Forest,95,014,BU3H,CRYSTAL PEAK,,,,,,2005,2453539.5,169,1745,9.0,Miscellaneous,2453539.5,169.0,2000,1.0,B,38.99277778,-105.31083333,14.0,MISSING/NOT SPECIFIED,CO,,,
1209,1222,FS-1421559,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,65,EC 15,BL4P,SILVIES SLOPE,,,,,,2005,2453589.5,219,1959,1.0,Lightning,2453590.5,220.0,1347,0.3,B,43.84638889,-119.08888889,5.0,USFS,OR,25,025,Harney
1210,1223,FS-1421560,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,13,023,BE0V,LINDSEY CREEK,,,,,,2005,2453551.5,181,1515,9.0,Miscellaneous,2453551.5,181.0,1600,0.1,A,45.69194444,-121.74444444,13.0,STATE OR PRIVATE,OR,27,027,Hood River
1211,1224,FS-1421562,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,65,5-019,B3DT,0557,,,,,,2005,2453588.5,218,0942,9.0,Miscellaneous,2453588.5,218.0,1600,0.1,A,44.3725,-121.81083333,5.0,USFS,OR,31,031,Jefferson
1212,1225,FS-1421563,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,66,EC 16,BL4P,COW CAMP,,,,,,2005,2453590.5,220,0624,1.0,Lightning,2453591.5,221.0,1144,1.0,B,43.84555556,-119.0925,5.0,USFS,OR,25,025,Harney
1213,1226,FS-1421565,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,14,024,BE0V,KOBERG BEACH,,,,,,2005,2453552.5,182,1320,6.0,Railroad,2453552.5,182.0,1341,0.1,A,45.705,-121.48361111,13.0,STATE OR PRIVATE,OR,27,027,Hood River
1214,1227,FS-1421566,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,1,247,BE09,COYOTE SPRINGS,,,,,,2005,2453584.5,214,1736,1.0,Lightning,2453585.5,215.0,1314,0.1,A,45.34027778,-118.43861111,5.0,USFS,OR,,,
1215,1228,FS-1421569,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,67,EC 17,BL4P,#2171,,,,,,2005,2453590.5,220,0626,1.0,Lightning,2453591.5,221.0,1300,0.1,A,43.94305556,-119.05555556,5.0,USFS,OR,25,025,Harney
1216,1229,FS-1421570,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,66,5-020,B3HW,0563,,,,,,2005,2453589.5,219,1257,4.0,Campfire,2453589.5,219.0,1657,0.1,A,44.13444444,-121.62111111,5.0,USFS,OR,17,017,Deschutes
1217,1230,FS-1421571,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,68,EC 18,BL4P,#2172,,,,,,2005,2453590.5,220,0644,1.0,Lightning,2453590.5,220.0,1654,0.2,A,43.94055556,-119.12611111,5.0,USFS,OR,25,025,Harney
1218,1231,FS-1421573,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,69,19,BL4P,# 2173,,,,,,2005,2453590.5,220,0700,1.0,Lightning,2453590.5,220.0,1317,0.25,A,44.08,-118.87111111,5.0,USFS,OR,23,023,Grant
1219,1232,FS-1421574,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,12,005,B0CE,MEADOW CREEK,,,,,,2005,2453562.5,192,1100,4.0,Campfire,2453562.5,192.0,1120,0.1,A,47.83277778,-113.41972222,5.0,USFS,MT,29,029,Flathead
1220,1233,FS-1421575,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,15,008,B08B,BRIDGE,,,,,,2005,2453567.5,197,1959,8.0,Children,2453567.5,197.0,2015,0.1,A,47.94555556,-113.55277778,5.0,USFS,MT,29,029,Flathead
1221,1234,FS-1421576,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,63,1-038,B3LR,0568,,,,,,2005,2453590.5,220,0630,3.0,Smoking,2453590.5,220.0,1028,0.1,A,43.63972222,-121.68805556,5.0,USFS,OR,17,017,Deschutes
1222,1235,FS-1421577,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,16,09,B08C,CABLE CAR FIRE,,,,,,2005,2453570.5,200,1350,4.0,Campfire,2453570.5,200.0,1410,0.1,A,47.98027778,-113.56638889,5.0,USFS,MT,29,029,Flathead
1223,1236,FS-1421578,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,17,003,BEV8,SOUTH PORCUPINE,,,,,,2005,2453573.5,203,1445,1.0,Lightning,2453575.5,205.0,1030,0.25,A,47.85527778,-113.92722222,5.0,USFS,MT,47,047,Lake
1224,1237,FS-1421579,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,18,04,B1YB,RAWHIDE,,,,,,2005,2453575.5,205,1300,5.0,Debris Burning,2453575.5,205.0,1700,0.1,A,48.28055556,-113.96,13.0,STATE OR PRIVATE,MT,29,029,Flathead
1225,1239,FS-1421585,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,2,160,BE09,BUCK CREEK,,,,,,2005,2453579.5,209,0759,1.0,Lightning,2453579.5,209.0,1930,0.1,A,45.13388889,-117.62777778,5.0,USFS,OR,,,
1226,1240,FS-1421586,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,64,1-039,B3R8,0574,,,,,,2005,2453591.5,221,1215,4.0,Campfire,2453591.5,221.0,1330,0.1,A,43.95722222,-121.43583333,5.0,USFS,OR,17,017,Deschutes
1227,1241,FS-1421588,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,25,57-08,BEZ7,TOPONCE,,,,,,2005,2453602.5,232,1300,1.0,Lightning,2453602.5,232.0,2000,0.1,A,42.84638889,-112.07944444,5.0,USFS,ID,19,019,Bonneville
1228,1243,FS-1421593,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,179,23,BEX6,MORGAN DRAW,,,,,,2005,2453584.5,214,1250,1.0,Lightning,2453586.5,216.0,1201,0.1,A,34.18277778,-109.91944444,5.0,USFS,AZ,17,017,Navajo
1229,1244,FS-1421595,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,17,52-03,B21T,TARGHEE CREEK,,,,,,2005,2453585.5,215,1000,4.0,Campfire,2453585.5,215.0,1200,0.1,A,44.67111111,-111.30638889,5.0,USFS,ID,43,043,Fremont
1230,1245,FS-1421596,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,43,6007,BEV6,GOAT MTN.,,,,,,2005,2453595.5,225,1518,1.0,Lightning,2453596.5,226.0,1800,0.3,B,48.19861111,-116.10222222,5.0,USFS,ID,17,017,Bonner
1231,1246,FS-1421601,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,61,020,BET1,LINE,AZ-ASF-163,Line,,,,2005,2453553.5,183,1330,3.0,Smoking,2453565.5,195.0,1155,320.0,E,34.45722222,-110.74972222,5.0,USFS,AZ,17,017,Navajo
1232,1247,FS-1421602,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,1,7001,BLR2,ROCK PINE PILES,,,,,,2005,2453438.5,68,1900,7.0,Arson,2453439.5,69.0,1000,0.1,A,48.87833333,-116.28833333,5.0,USFS,ID,21,021,Boundary
1233,1248,FS-1421603,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,0407,Dixie National Forest,11,6,BEZ0,EAST MART,,,,,,2005,2453548.5,178,1000,1.0,Lightning,2453548.5,178.0,1730,0.2,A,37.81666667,-111.77083333,5.0,USFS,UT,17,017,Garfield
1234,1249,FS-1421604,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,70,1-044,B37C,0590,,,,,,2005,2453596.5,226,1315,4.0,Campfire,2453596.5,226.0,1728,0.3,B,44.30888889,-121.70138889,5.0,USFS,OR,17,017,Deschutes
1235,1250,FS-1421605,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,12,6002,BEV6,BARTON HUMP,,,,,,2005,2453539.5,169,1622,1.0,Lightning,2453540.5,170.0,1226,0.1,A,48.03805556,-116.4275,5.0,USFS,ID,17,017,Bonner
1236,1251,FS-1421606,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,5,6001,B537,JOHNSON POINT,,,,,,2005,2453519.5,149,1958,9.0,Miscellaneous,2453520.5,150.0,1546,3.3,B,48.12916667,-116.28666667,5.0,USFS,ID,17,017,Bonner
1237,1252,FS-1421607,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,33,6006,BEV6,SOUTH LIGHTNING,,,,,,2005,2453593.5,223,1231,1.0,Lightning,2453597.5,227.0,1531,2.0,B,48.26527778,-116.09305556,5.0,USFS,ID,17,017,Bonner
1238,1253,FS-1421608,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,22,7004,BEV6,BALL CREEK,,,,,,2005,2453592.5,222,1300,1.0,Lightning,2453595.5,225.0,1258,1.3,B,48.79972222,-116.465,5.0,USFS,ID,21,021,Boundary
1239,1254,FS-1421609,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,29,6004,BEV6,EMMETT,,,,,,2005,2453592.5,222,1845,1.0,Lightning,2453593.5,223.0,1335,0.1,A,48.04083333,-116.60666667,5.0,USFS,ID,17,017,Bonner
1240,1255,FS-1421610,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,69,069,B34H,0589,,,,,,2005,2453594.5,224,1401,9.0,Miscellaneous,2453594.5,224.0,1900,0.1,A,43.72638889,-121.41222222,5.0,USFS,OR,17,017,Deschutes
1241,1256,FS-1421611,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,31,6005,BEV6,EAST FORK PEAK,,,,,,2005,2453593.5,223,1234,1.0,Lightning,2453595.5,225.0,1500,0.4,B,48.25055556,-116.06277778,5.0,USFS,ID,17,017,Bonner
1242,1257,FS-1421612,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,19,038,BE0V,MP 51,,,,,,2005,2453555.5,185,0625,9.0,Miscellaneous,2453555.5,185.0,0730,0.1,A,45.70222222,-121.7525,5.0,USFS,WA,59,059,Skamania
1243,1258,FS-1421614,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,18,6003,B3PX,TRESTLE RIDGE,,,,,,2005,2453590.5,220,1643,9.0,Miscellaneous,2453592.5,222.0,1018,0.8,B,48.37555556,-116.22666667,5.0,USFS,ID,17,017,Bonner
1244,1259,FS-1421615,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,71,071,B4CW,0597,,,,,,2005,2453598.5,228,0118,9.0,Miscellaneous,2453598.5,228.0,1059,0.2,A,43.69694444,-121.65527778,5.0,USFS,OR,17,017,Deschutes
1245,1260,FS-1421617,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,72,072,B4M0,0621,,,,,,2005,2453602.5,232,0754,4.0,Campfire,2453602.5,232.0,1120,0.1,A,44.00333333,-121.39472222,5.0,USFS,OR,17,017,Deschutes
1246,1261,FS-1421619,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,4,54-01,BX2E,DISPERSAL,,,,,,2005,2453555.5,185,1600,4.0,Campfire,2453555.5,185.0,1730,0.1,A,43.17638889,-111.0575,5.0,USFS,WY,23,023,Lincoln
1247,1262,FS-1421620,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,73,073,B4PH,0624,,,,,,2005,2453603.5,233,1111,4.0,Campfire,2453603.5,233.0,1134,0.1,A,43.97722222,-121.40972222,5.0,USFS,OR,17,017,Deschutes
1248,1263,FS-1421623,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,27,57-09,B41Q,PONDO,,,,,,2005,2453606.5,236,1645,4.0,Campfire,2453606.5,236.0,1800,0.1,A,42.67555556,-112.41027778,5.0,USFS,ID,5,005,Bannock
1249,1264,FS-1421624,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,55,7010,B5CL,DEER CREEK,,,,,,2005,2453609.5,239,1813,9.0,Miscellaneous,2453609.5,239.0,2236,0.1,A,48.885,-116.10277778,5.0,USFS,ID,21,021,Boundary
1250,1265,FS-1421627,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,26,56-06,BEZ7,BITCH CREEK,,,,,,2005,2453603.5,233,2000,1.0,Lightning,2453604.5,234.0,1100,0.25,A,43.96527778,-111.13277778,13.0,STATE OR PRIVATE,ID,43,043,Fremont
1251,1266,FS-1421630,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,94,1-063,BE0W,0719,,,,,,2005,2453604.5,234,1439,1.0,Lightning,2453604.5,234.0,2048,0.5,B,43.55527778,-121.16694444,5.0,USFS,OR,37,037,Lake
1252,1267,FS-1421632,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,96,1-065,BE0W,0726,,,,,,2005,2453604.5,234,1644,1.0,Lightning,2453605.5,235.0,1700,0.1,A,43.69,-121.26972222,5.0,USFS,OR,17,017,Deschutes
1253,1268,FS-1421633,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,89,089,BE0W,0661,,,,,,2005,2453603.5,233,1912,1.0,Lightning,2453604.5,234.0,1349,0.1,A,43.55916667,-121.18333333,5.0,USFS,OR,37,037,Lake
1254,1269,FS-1421634,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,58,058,BE0W,0444,,,,,,2005,2453582.5,212,1807,1.0,Lightning,2453584.5,214.0,1200,0.3,B,43.80972222,-121.04055556,5.0,USFS,OR,17,017,Deschutes
1255,1270,FS-1421635,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,78,078,B4PY,0628,,,,,,2005,2453603.5,233,1341,4.0,Campfire,2453603.5,233.0,1838,0.5,B,43.995,-121.49333333,5.0,USFS,OR,17,017,Deschutes
1256,1271,FS-1421636,FED,FS-FIRESTAT,FS,USKSPSF,Pike San Isabel National Forest and Grasslands,0212,Pike San Isabel National Forest and Grasslands,8,003,BR3L,COTTONWOOD STUMP,,,,,,2005,2453508.5,138,1030,4.0,Campfire,2453508.5,138.0,1100,0.1,A,37.14083333,-101.81055556,5.0,USFS,KS,,,
1257,1272,FS-1421637,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,63,12,BX0F,MONESTARY,,,,,,2005,2453554.5,184,1010,9.0,Miscellaneous,2453554.5,184.0,1319,0.25,A,36.37611111,-106.37611111,5.0,USFS,NM,39,039,Rio Arriba
1258,1273,FS-1421640,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,78,13,BEY5,POWERLINE,,,,,,2005,2453563.5,193,1535,1.0,Lightning,2453563.5,193.0,1920,0.1,A,36.22361111,-106.75972222,5.0,USFS,NM,39,039,Rio Arriba
1259,1274,FS-1421645,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,70,EC 20,BL4P,LITTLE HILL,,,,,,2005,2453590.5,220,1024,1.0,Lightning,2453590.5,220.0,1919,0.7,B,44.06694444,-118.89277778,5.0,USFS,OR,25,025,Harney
1260,1275,FS-1421647,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,20,11,BEW8,FARMINGDALE DAM,,,,,,2005,2453589.5,219,1715,1.0,Lightning,2453589.5,219.0,1745,0.53,B,43.9325,-102.89388889,5.0,USFS,SD,103,103,Pennington
1261,1276,FS-1421649,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,0618,Willamette National Forest,5,MF-5,BE1A,PINE CREEK,,,,,,2005,2453517.5,147,1800,1.0,Lightning,2453518.5,148.0,1400,0.1,A,43.53527778,-122.4275,5.0,USFS,OR,39,039,Lane
1262,1277,FS-1421650,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,0905,Mark Twain National Forest,1,WS-05-01,BJ5G,POWERLINE,,,,,,2005,2453392.5,22,1245,9.0,Miscellaneous,2453392.5,22.0,1547,11.0,C,37.02166667,-92.11472222,5.0,USFS,MO,67,067,Douglas
1263,1278,FS-1421651,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,19,10,BEW8,HAY CANYON BUTTE,,,,,,2005,2453607.5,237,1630,1.0,Lightning,2453607.5,237.0,1800,2.9,B,43.28111111,-103.04833333,5.0,USFS,SD,47,047,Fall River
1264,1279,FS-1421652,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,15,504-114,BE07,BARRICADE,,,,,,2005,2453583.5,213,1335,1.0,Lightning,2453585.5,215.0,1700,1.0,B,44.81416667,-118.53027778,5.0,USFS,OR,23,023,Grant
1265,1280,FS-1421656,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,0905,Mark Twain National Forest,4,WS-05-02,BJ8B,TWIN KNOBS,,,,,,2005,2453396.5,26,1530,7.0,Arson,2453396.5,26.0,1825,20.0,C,36.92194444,-92.25388889,14.0,MISSING/NOT SPECIFIED,MO,67,067,Douglas
1266,1281,FS-1421659,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,16,505-115,BE07,FRAZIER,,,,,,2005,2453583.5,213,1410,1.0,Lightning,2453583.5,213.0,1830,0.1,A,45.14777778,-118.59916667,5.0,USFS,OR,59,059,Umatilla
